isInLABounds,councildist,lat,lng,,city,state,department,employeecount,grosspay
0,,33.8703645,-117.9242123,,FULLERTON,CA,Fire,18,2927145.24
0,,33.8703645,-117.9242123,,FULLERTON,CA,General Services,2,96827.77
0,,33.8703645,-117.9242123,,FULLERTON,CA,Harbor,2,153991.29
0,,33.8703645,-117.9242123,,FULLERTON,CA,Information Technology Agency,1,102873.5
0,,33.8703645,-117.9242123,,FULLERTON,CA,Los Angeles Housing,2,158330.87
0,,33.8703645,-117.9242123,,FULLERTON,CA,Mayor,1,96776.24
0,,33.8703645,-117.9242123,,FULLERTON,CA,Office of Finance,1,105980.4
0,,33.8703645,-117.9242123,,FULLERTON,CA,Pension,1,78964
0,,33.8703645,-117.9242123,,FULLERTON,CA,Police,74,7354587.23
0,,33.8703645,-117.9242123,,FULLERTON,CA,Public Works - Engineering,6,547871
0,,33.8703645,-117.9242123,,FULLERTON,CA,Public Works - Sanitation,13,908205.37
0,,33.8703645,-117.9242123,,FULLERTON,CA,Public Works - Street Lighting,3,242411.85
0,,33.8703645,-117.9242123,,FULLERTON,CA,Public Works - Street Services,1,64737.08
0,,33.8703645,-117.9242123,,FULLERTON,CA,Recreation and Parks,4,159127.39
0,,33.8703645,-117.9242123,,FULLERTON,CA,Transportation,9,618464.4
0,,49.2875782,-123.1190492,,GADENA,CA,Airports,1,74526.1
0,,36.3883809,-86.4466599,,GALLATIN,TN,Fire,1,175341.78
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Airports,11,977879.63
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Animal Services,2,112229.8
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Building and Safety,1,120721.24
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,City Attorney,1,65671.68
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,City Employees Retirement System,1,61459.6
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Fire,8,1056515.16
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,General Services,3,173653.86
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Harbor,4,208043.93
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Information Technology Agency,2,195793.79
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Library,1,69962.78
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Mayor,1,102623.63
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Pension,2,91825.07
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Personnel,2,73348.18
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Police,36,3296913.54
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Public Works - Board of Public Works,1,88342.23
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Public Works - Engineering,2,166124.8
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Public Works - Sanitation,6,459228.82
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Public Works - Street Lighting,1,6584.9
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Public Works - Street Services,1,69079.28
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Recreation and Parks,3,1468.81
0,,33.7742692,-117.9379952,,GARDEN GROVE,CA,Transportation,1,74894.79
0,,33.8883487,-118.3089624,,GARDENA,CA,Airports,63,3892968.75
0,,33.8883487,-118.3089624,,GARDENA,CA,Animal Services,1,50526.08
0,,33.8883487,-118.3089624,,GARDENA,CA,Building and Safety,6,360103.11
0,,33.8883487,-118.3089624,,GARDENA,CA,Cannabis Regulation,1,64596.53
0,,33.8883487,-118.3089624,,GARDENA,CA,City Attorney,4,505854.96
0,,33.8883487,-118.3089624,,GARDENA,CA,City Employees Retirement System,5,304666.12
0,,33.8883487,-118.3089624,,GARDENA,CA,Council,2,112316
0,,33.8883487,-118.3089624,,GARDENA,CA,Cultural Affairs,2,35298.09
0,,33.8883487,-118.3089624,,GARDENA,CA,Economic and Workforce Development Department,1,55703.83
0,,33.8883487,-118.3089624,,GARDENA,CA,Fire,15,2219465.64
0,,33.8883487,-118.3089624,,GARDENA,CA,General Services,12,608314.29
0,,33.8883487,-118.3089624,,GARDENA,CA,Harbor,13,828109.5
0,,33.8883487,-118.3089624,,GARDENA,CA,Information Technology Agency,4,211768.43
0,,33.8883487,-118.3089624,,GARDENA,CA,Library,6,94563.24
0,,33.8883487,-118.3089624,,GARDENA,CA,Los Angeles Housing,5,319846.44
0,,33.8883487,-118.3089624,,GARDENA,CA,Office of Finance,3,235383.15
0,,33.8883487,-118.3089624,,GARDENA,CA,Personnel,5,225550.68
0,,33.8883487,-118.3089624,,GARDENA,CA,Police,70,5373503
0,,33.8883487,-118.3089624,,GARDENA,CA,Public Works - Contract Administration,2,103996.27
0,,33.8883487,-118.3089624,,GARDENA,CA,Public Works - Engineering,4,251988.13
0,,33.8883487,-118.3089624,,GARDENA,CA,Public Works - Sanitation,36,2651400.28
0,,33.8883487,-118.3089624,,GARDENA,CA,Public Works - Street Lighting,2,151494.73
0,,33.8883487,-118.3089624,,GARDENA,CA,Public Works - Street Services,8,579911.96
0,,33.8883487,-118.3089624,,GARDENA,CA,Recreation and Parks,49,851090.21
0,,33.8883487,-118.3089624,,GARDENA,CA,Transportation,24,1100896.11
0,,34.1425078,-118.255075,,GLENDALE,CA,Aging,2,159501.78
0,,34.1425078,-118.255075,,GLENDALE,CA,Airports,14,1276808.8
0,,34.1425078,-118.255075,,GLENDALE,CA,Animal Services,4,200617.87
0,,34.1425078,-118.255075,,GLENDALE,CA,Building and Safety,24,1994905.45
0,,34.1425078,-118.255075,,GLENDALE,CA,City Administrative Officer,3,302926.05
0,,34.1425078,-118.255075,,GLENDALE,CA,City Attorney,24,2057067.38
0,,34.1425078,-118.255075,,GLENDALE,CA,City Clerk,5,278880.36
0,,34.1425078,-118.255075,,GLENDALE,CA,City Employees Retirement System,2,190931.79
0,,34.1425078,-118.255075,,GLENDALE,CA,City Ethics Commission,1,55004
0,,34.1425078,-118.255075,,GLENDALE,CA,City Planning,10,835247.47
0,,34.1425078,-118.255075,,GLENDALE,CA,Controller,3,132564.21
0,,34.1425078,-118.255075,,GLENDALE,CA,Council,11,877183.72
0,,34.1425078,-118.255075,,GLENDALE,CA,Cultural Affairs,3,209374.17
0,,34.1425078,-118.255075,,GLENDALE,CA,Disability,1,70584.93
0,,34.1425078,-118.255075,,GLENDALE,CA,Economic and Workforce Development Department,3,177273.28
0,,34.1425078,-118.255075,,GLENDALE,CA,El Pueblo De Los Angeles Historical Monument Authority,1,43574.13
0,,34.1425078,-118.255075,,GLENDALE,CA,Employee Relations Board,1,51677.44
0,,34.1425078,-118.255075,,GLENDALE,CA,Fire,17,2080007.59
0,,34.1425078,-118.255075,,GLENDALE,CA,General Services,17,1070273.26
0,,34.1425078,-118.255075,,GLENDALE,CA,Harbor,5,434435.16
0,,34.1425078,-118.255075,,GLENDALE,CA,Information Technology Agency,6,484063.01
0,,34.1425078,-118.255075,,GLENDALE,CA,Library,27,1390599.28
0,,34.1425078,-118.255075,,GLENDALE,CA,Los Angeles Department of Convention and Tourism Development,1,89368.4
0,,34.1425078,-118.255075,,GLENDALE,CA,Los Angeles Housing,15,887491.13
0,,34.1425078,-118.255075,,GLENDALE,CA,Mayor,1,66736.56
0,,34.1425078,-118.255075,,GLENDALE,CA,Office of Finance,10,633167.35
0,,34.1425078,-118.255075,,GLENDALE,CA,Pension,6,402857.02
0,,34.1425078,-118.255075,,GLENDALE,CA,Personnel,11,466994.02
0,,34.1425078,-118.255075,,GLENDALE,CA,Police,96,8898120.45
0,,34.1425078,-118.255075,,GLENDALE,CA,Public Works - Contract Administration,9,682659.11
0,,34.1425078,-118.255075,,GLENDALE,CA,Public Works - Engineering,22,1835022.98
0,,34.1425078,-118.255075,,GLENDALE,CA,Public Works - Sanitation,50,3600394.12
0,,34.1425078,-118.255075,,GLENDALE,CA,Public Works - Street Lighting,3,224672.95
0,,34.1425078,-118.255075,,GLENDALE,CA,Public Works - Street Services,7,593416.65
0,,34.1425078,-118.255075,,GLENDALE,CA,Recreation and Parks,108,2018451.85
0,,34.1425078,-118.255075,,GLENDALE,CA,Transportation,17,905270.85
0,,34.1425078,-118.255075,,GLENDALE,CA,Zoo,11,431913.74
0,,34.1361187,-117.865339,,GLENDODRA,CA,Transportation,1,59500.33
0,,34.1361187,-117.865339,,GLENDORA,CA,Airports,5,426703.96
0,,34.1361187,-117.865339,,GLENDORA,CA,Building and Safety,5,493345.41
0,,34.1361187,-117.865339,,GLENDORA,CA,City Attorney,3,204440.72
0,,34.1361187,-117.865339,,GLENDORA,CA,City Clerk,2,83337.44
0,,34.1361187,-117.865339,,GLENDORA,CA,City Planning,2,82896.4
0,,34.1361187,-117.865339,,GLENDORA,CA,Cultural Affairs,1,0
0,,34.1361187,-117.865339,,GLENDORA,CA,Fire,20,2477132.47
0,,34.1361187,-117.865339,,GLENDORA,CA,General Services,8,575214.04
0,,34.1361187,-117.865339,,GLENDORA,CA,Harbor,2,161879.31
0,,34.1361187,-117.865339,,GLENDORA,CA,Information Technology Agency,4,310494.25
0,,34.1361187,-117.865339,,GLENDORA,CA,Library,3,106820.53
0,,34.1361187,-117.865339,,GLENDORA,CA,Los Angeles Housing,2,199519.92
0,,34.1361187,-117.865339,,GLENDORA,CA,Office of Finance,1,59966.18
0,,34.1361187,-117.865339,,GLENDORA,CA,Personnel,3,131093.38
0,,34.1361187,-117.865339,,GLENDORA,CA,Police,104,9568132.14
0,,34.1361187,-117.865339,,GLENDORA,CA,Public Works - Contract Administration,2,144585.55
0,,34.1361187,-117.865339,,GLENDORA,CA,Public Works - Engineering,10,915055.57
0,,34.1361187,-117.865339,,GLENDORA,CA,Public Works - Sanitation,9,551492.84
0,,34.1361187,-117.865339,,GLENDORA,CA,Public Works - Street Lighting,2,154449.16
0,,34.1361187,-117.865339,,GLENDORA,CA,Public Works - Street Services,8,587182.77
0,,34.1361187,-117.865339,,GLENDORA,CA,Recreation and Parks,8,296101.24
0,,34.1361187,-117.865339,,GLENDORA,CA,Transportation,4,372961.78
0,,34.1361187,-117.865339,,GLENDORA,CA,Zoo,1,835.85
0,,35.1532346,-97.4767333,,GOLDSBY,OK,Police,1,87638.81
0,,34.4358294,-119.8276389,,GOLETA,CA,Fire,1,15958.04
0,,34.4358294,-119.8276389,,GOLETA,CA,Los Angeles Housing,1,85103.69
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Building and Safety,1,14818.32
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Recreation and Parks,1,13166.04
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Airports,1,36561.11
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Public Works - Sanitation,1,16782
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Public Works - Street Services,1,60826.73
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Recreation and Parks,1,8377.72
1,12,34.2793576,-118.5021527,,GRADANA HILLS,CA,Police,1,110344.69
0,,34.0339031,-117.3136544,,GRAND TERRACE,CA,Fire,1,89936.98
0,,34.0339031,-117.3136544,,GRAND TERRACE,CA,Personnel,1,95533.25
0,,34.0339031,-117.3136544,,GRAND TERRACE,CA,Police,2,220953.89
1,12,34.2793576,-118.5021527,,Granada Hills,CA,Police,3,178901.12
1,12,34.2793576,-118.5021527,,Granada Hills,CA,Public Works - Sanitation,1,116982.27
0,,42.4390069,-123.3283925,,GRANTS PASS,OR,Fire,1,206403.73
0,,42.4390069,-123.3283925,,GRANTS PASS,OR,Police,1,8442.28
0,,34.8228205,-87.6269773,,GREEN VALLEY,CA,General Services,1,90849.2
0,,34.8228205,-87.6269773,,GREEN VALLEY,CA,Police,3,261429.53
0,,34.8228205,-87.6269773,,GREEN VALLEY,CA,Public Works - Street Services,1,81223.46
0,,45.5044715,-122.4356658,,GRESHAM,OR,Recreation and Parks,1,0
0,,35.1216424,-120.6212821,,GROVER BEACH,CA,Fire,1,102920.56
0,,33.9930677,-117.9686755,,HACIENDA  HEIGHTS,CA,General Services,1,31751.42
0,,33.9930677,-117.9686755,,HACIENDA HEGHTS,CA,Office of Finance,1,54649.58
0,,33.9930677,-117.9686755,,HACIENDA HEIGH,CA,Fire,1,147390.59
0,,33.9930677,-117.9686755,,HACIENDA HEIGHT,CA,Fire,1,301417.01
0,,33.9930677,-117.9686755,,HACIENDA HEIGHT,CA,Public Works - Street Services,1,99416.54
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Airports,10,751310.87
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Building and Safety,6,433517.65
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,City Administrative Officer,2,211506.67
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,City Attorney,2,116851.6
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,City Clerk,1,28483.84
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,City Planning,3,241184.2
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Community Investment for Families Department,1,5840
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Controller,4,390156.84
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Council,1,59309.36
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Economic and Workforce Development Department,1,101742.96
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Emergency Management,1,83867.41
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Fire,10,1114497.96
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,General Services,5,375803.63
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Harbor,7,483500.25
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Information Technology Agency,7,548789.22
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Library,2,101527.28
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Los Angeles Department of Convention and Tourism Development,1,77717.2
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Los Angeles Housing,8,684841.48
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Mayor,1,161651.78
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Office of Finance,1,0
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Personnel,1,8318.36
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Police,88,8072045.96
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Contract Administration,1,77385.98
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Engineering,5,417995.45
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Sanitation,8,595952.42
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Street Lighting,4,315678.72
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Street Services,8,487892.46
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Recreation and Parks,8,450425.15
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Transportation,6,386240.73
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Zoo,1,8886.51
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Police,1,109350.53
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Recreation and Parks,1,99289.52
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Police,3,345773.68
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Public Works - Sanitation,1,47154.04
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Airports,1,46701.05
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Harbor,1,99886.85
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Police,1,97599.04
0,,33.9930677,-117.9686755,,HACIENDA HEIGHTS,CA,Police,1,112994.18
0,,36.3274502,-119.6456844,,HANFORD,CA,Recreation and Parks,1,0
1,7,34.2554062,-118.4206967,,HANSEN HILLS,CA,Public Works - Sanitation,1,76781.82
0,,32.4114227,-90.0923788,,HARBOR PINES,CA,Harbor,1,99555.91
0,,34.8790492,-76.9013301,,HAVELOCK,NC,Police,1,45836.8
0,,33.8314045,-118.0728424,,HAWAIIAN GARDENS,CA,Airports,2,28491.12
0,,33.8314045,-118.0728424,,HAWAIIAN GARDENS,CA,City Planning,1,65461.92
0,,33.8314045,-118.0728424,,HAWAIIAN GARDENS,CA,Public Works - Sanitation,1,43423.6
0,,33.8314045,-118.0728424,,HAWAIIAN GARDENS,CA,Public Works - Street Lighting,1,49918.43
0,,33.8314045,-118.0728424,,HAWAIIAN GARDENS,CA,Recreation and Parks,2,11258.14
0,,33.9164032,-118.3525748,,HAWHTORNE,CA,Airports,1,47786.59
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Aging,1,38994.64
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Airports,104,6174979.25
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Animal Services,2,92847
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Building and Safety,5,234202.99
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,City Administrative Officer,1,138999.16
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,City Attorney,6,510435.83
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,City Employees Retirement System,3,107663.91
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,City Planning,3,203584.03
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Controller,1,5400.78
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Council,3,110861.56
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Fire,17,2211409.16
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,General Services,7,331929.18
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Harbor,2,171766.86
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Information Technology Agency,2,98443.09
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Library,10,269030.01
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Los Angeles Housing,3,242596.62
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Mayor,1,52899.36
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Neighborhood Empowerment,1,41786.4
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Personnel,3,107723.53
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Police,79,6718885.01
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Public Works - Contract Administration,2,192040.35
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Public Works - Engineering,6,535113.45
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Public Works - Sanitation,32,1958979.11
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Public Works - Street Lighting,1,24303.5
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Public Works - Street Services,15,724102.24
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Recreation and Parks,39,796994.01
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Transportation,18,725425.81
0,,33.9164032,-118.3525748,,HAWTHORNE,CA,Zoo,1,51910.76
0,,33.9164032,-118.3525748,,HAWTHRONE,CA,Airports,2,159112.05
0,,47.7660161,-116.7865815,,HAYDEN,ID,Fire,2,545770.04
0,,37.6687665,-122.0809964,,HAYWARD,CA,Harbor,1,0
0,,40.5070087,-111.4133234,,HEBER CITY,UT,Fire,1,142350.45
0,,34.7402853,-117.3257169,,HELENDALE,CA,Police,1,117918.88
0,,33.7475203,-116.9719684,,HEMET,CA,Building and Safety,1,112927.92
0,,33.7475203,-116.9719684,,HEMET,CA,Personnel,1,58160.78
0,,33.7475203,-116.9719684,,HEMET,CA,Police,5,401597.84
0,,33.7475203,-116.9719684,,HEMET,CA,Recreation and Parks,2,31923.43
0,,33.7475203,-116.9719684,,HEMET,CA,Zoo,1,43298.93
0,,36.0395247,-114.9817213,,HENDERSON,NV,Fire,2,350434.49
0,,36.0395247,-114.9817213,,HENDERSON,NV,Police,1,93307.31
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Airports,2,219038.57
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,City Attorney,4,651242.11
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Employee Relations Board,1,8100
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Fire,10,1237588.8
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Harbor,1,96017.38
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Los Angeles Housing,1,106530.16
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Police,17,1621664.21
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Public Works - Engineering,1,73743.52
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Public Works - Sanitation,1,74122.59
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Public Works - Street Services,1,41583.2
0,,33.8622366,-118.3995194,,HERMOSA BEACH,CA,Recreation and Parks,3,88303.88
0,,40.5141147,-112.0329938,,HERRIMAN,UT,Fire,2,340717.97
0,,34.4263886,-117.3008784,,HESPERIA,CA,Airports,2,95020.83
0,,34.4263886,-117.3008784,,HESPERIA,CA,Cultural Affairs,1,0
0,,34.4263886,-117.3008784,,HESPERIA,CA,Fire,3,390952.43
0,,34.4263886,-117.3008784,,HESPERIA,CA,Police,10,857702.25
0,,34.4263886,-117.3008784,,HESPERIA,CA,Public Works - Contract Administration,1,73837.58
0,,34.4263886,-117.3008784,,HESPERIA,CA,Public Works - Sanitation,7,469576.01
0,,34.4263886,-117.3008784,,HESPERIA,CA,Public Works - Street Services,2,82829.25
0,,34.4263886,-117.3008784,,HESPERIA,CA,Recreation and Parks,4,73426.11
0,,34.4263886,-117.3008784,,HESPERIA,CA,Transportation,1,36611.59
0,,34.1648798,-118.6647537,,HIDDEN HILLS,CA,Fire,1,127160
0,,34.1648798,-118.6647537,,HIDDEN HILLS,CA,Zoo,1,37812.51
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Airports,1,77012.25
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Fire,4,732588.19
0,,38.7394918,-89.6712008,,HIGHLAND,CA,General Services,1,43594.46
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Police,5,440763.95
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Public Works - Engineering,2,145961.32
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Public Works - Sanitation,1,91083.52
0,,38.7394918,-89.6712008,,HIGHLAND,CA,Recreation and Parks,1,2888.24
0,,38.7394918,-89.6712008,,HIGHLAND,UT,Fire,1,160176.39
0,,38.5831515,-121.4008868,,HINKLEY,CA,Animal Services,1,44650.31
0,,33.908585,-118.3739524,,HOLLYGLEN,CA,Police,1,109046.92
1,4,34.1176605,-118.3520389,,HOLLYWOOD HILLS,CA,Recreation and Parks,1,16276.8
0,,40.453506,-75.819221,,HOMER,AK,Fire,1,145496.77
0,,38.9226843,-77.0194377,,HOWARD,CO,Office of Finance,1,76050
0,,33.6594835,-117.9988026,,HUNGTINGTON BEACH,CA,Airports,1,102734.49
0,,33.9816812,-118.2250725,,HUNGTINGTON PARK,CA,Recreation and Parks,1,8879.44
0,,33.6594835,-117.9988026,,HUNINGTON BEACH,CA,Fire,4,386422.14
0,,33.6594835,-117.9988026,,HUNTIGTON BEACH,CA,Fire,1,111868.8
0,,40.8418131,-96.6557944,,HUNTINGTON,CA,Fire,1,95577.85
0,,40.8418131,-96.6557944,,HUNTINGTON,CA,Public Works - Engineering,1,59986.96
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Police,1,103962.34
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Police,5,623751.07
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Recreation and Parks,1,47977.74
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Airports,9,741068.58
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Building and Safety,3,208311.98
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,City Administrative Officer,1,55875.92
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,City Attorney,6,792803.39
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,City Planning,1,72763.68
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Economic and Workforce Development Department,1,91555.2
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Fire,111,16782720.81
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,General Services,3,294877.87
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Harbor,19,2165916.86
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Los Angeles Housing,2,77218.04
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Mayor,1,68576.64
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Personnel,2,18556.74
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Police,114,11734436.42
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Public Works - Contract Administration,1,75953.15
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Public Works - Engineering,4,440780.44
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Public Works - Sanitation,10,833849.47
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Public Works - Street Lighting,2,145229.93
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Recreation and Parks,3,87987.14
0,,33.6594835,-117.9988026,,HUNTINGTON BEACH,CA,Transportation,1,4551.39
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Aging,1,13080
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Airports,7,517036.09
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Building and Safety,2,146838.38
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,City Clerk,1,52906.79
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,City Employees Retirement System,1,46366.16
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,City Planning,1,0
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Community Investment for Families Department,1,6614.4
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Controller,1,777.63
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Council,2,121472.32
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Fire,3,206408.33
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,General Services,9,402943.72
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Harbor,1,20058
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Information Technology Agency,3,179333.94
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Library,10,107278.62
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Los Angeles Housing,4,197438.78
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Mayor,1,45997.76
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Neighborhood Empowerment,1,74665.44
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Personnel,1,27730.15
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Police,37,2903735.68
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Public Works - Engineering,3,252632.6
0,,33.9816812,-118.2250725,,HUNTINGTON PARK,CA,Public Works - Sanitation,9,599522.67
