isInLABounds,councildist,lat,lng,,city,state,department,employeecount,grosspay
0,,42.4850931,-71.43284,,ACTON,CA,Airports,3,261117.35
0,,42.4850931,-71.43284,,ACTON,CA,Animal Services,1,59957.37
0,,42.4850931,-71.43284,,ACTON,CA,Building and Safety,6,442243.08
0,,42.4850931,-71.43284,,ACTON,CA,Council,1,10478
0,,42.4850931,-71.43284,,ACTON,CA,Fire,14,2191107.11
0,,42.4850931,-71.43284,,ACTON,CA,General Services,2,111614.24
0,,42.4850931,-71.43284,,ACTON,CA,Harbor,1,41607.34
0,,42.4850931,-71.43284,,ACTON,CA,Information Technology Agency,1,100001.43
0,,42.4850931,-71.43284,,ACTON,CA,Police,50,5035277.36
0,,42.4850931,-71.43284,,ACTON,CA,Public Works - Contract Administration,1,95567.64
0,,42.4850931,-71.43284,,ACTON,CA,Public Works - Sanitation,4,320459.34
0,,42.4850931,-71.43284,,ACTON,CA,Public Works - Street Services,2,83764.06
0,,42.4850931,-71.43284,,ACTON,CA,Recreation and Parks,3,67912.94
0,,42.4850931,-71.43284,,ACTON,CA,Zoo,3,129131.89
0,,34.5827699,-117.409215,,ADELANTO,CA,Airports,2,120602.61
0,,34.5827699,-117.409215,,ADELANTO,CA,Police,3,215578.11
0,,34.5827699,-117.409215,,ADELANTO,CA,Public Works - Sanitation,3,200674.85
0,,34.5827699,-117.409215,,ADELANTO,CA,Public Works - Street Services,1,83032.49
0,,34.5827699,-117.409215,,ADELANTO,CA,Recreation and Parks,1,1260.5
0,,34.1533395,-118.7616764,,AGOURA,CA,Building and Safety,1,101603.38
0,,34.1533395,-118.7616764,,AGOURA,CA,Fire,3,391192.9
0,,34.1533395,-118.7616764,,AGOURA,CA,Police,1,99063.54
0,,34.1533395,-118.7616764,,AGOURA,CA,Public Works - Board of Public Works,1,92581.13
0,,34.1533395,-118.7616764,,AGOURA,CA,Public Works - Sanitation,1,99289.52
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Airports,1,83812.53
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,City Attorney,3,171055.71
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,City Planning,1,45730.48
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Fire,5,795471.8
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,General Services,2,228686.5
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Library,3,31722.68
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Los Angeles Housing,2,132665.73
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Police,11,1152530.97
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Public Works - Contract Administration,1,104148.82
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Public Works - Engineering,1,105768.62
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Public Works - Street Services,1,32148.32
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Recreation and Parks,1,4812.8
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Transportation,2,85129.52
0,,34.1533395,-118.7616764,,AGOURA HILLS,CA,Zoo,2,60634.39
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Airports,1,97772.24
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Building and Safety,2,179671.9
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Fire,8,1586473.8
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,General Services,1,122846.27
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Library,1,52816.09
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Personnel,1,26685.87
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Police,11,1252572.44
0,,34.4963817,-118.3256348,,AGUA DULCE,CA,Public Works - Sanitation,1,38631.44
0,,33.5604168,-81.7195533,,AIKEN,SC,Fire,1,165608.92
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Airports,19,1433655.02
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Animal Services,5,255933.19
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Building and Safety,18,1298787.46
0,,34.095287,-118.1270146,,ALHAMBRA,CA,City Administrative Officer,3,324694.56
0,,34.095287,-118.1270146,,ALHAMBRA,CA,City Attorney,12,1163556.76
0,,34.095287,-118.1270146,,ALHAMBRA,CA,City Clerk,2,60537.26
0,,34.095287,-118.1270146,,ALHAMBRA,CA,City Employees Retirement System,9,586236.51
0,,34.095287,-118.1270146,,ALHAMBRA,CA,City Planning,8,626023.49
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Community Investment for Families Department,1,5918.4
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Controller,1,114563.68
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Council,5,387818.72
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Cultural Affairs,2,55837.33
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Fire,14,1353573.95
0,,34.095287,-118.1270146,,ALHAMBRA,CA,General Services,17,1044436.86
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Harbor,1,39592.3
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Information Technology Agency,14,1032378.88
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Library,29,1414079.19
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Los Angeles Housing,15,729362.03
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Mayor,4,168442.4
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Neighborhood Empowerment,1,79895.6
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Office of Finance,8,673581.48
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Pension,3,110154.4
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Personnel,15,797045.47
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Police,99,8381416.78
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Board of Public Works,3,217499.98
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Contract Administration,5,375391.77
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Engineering,16,1296000.41
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Sanitation,32,2188048.69
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Street Lighting,6,516089.25
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Public Works - Street Services,17,1201457.18
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Recreation and Parks,64,1193433.71
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Transportation,24,1266227.18
0,,34.095287,-118.1270146,,ALHAMBRA,CA,Zoo,1,4976.04
0,,37.7647003,-122.4213837,,ALHAMRA,CA,Transportation,1,99453.64
0,,34.095287,-118.1270146,,ALHMABRA,CA,Police,1,53762.97
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Airports,1,118363.52
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Fire,10,1650241.11
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,General Services,1,84810.84
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Harbor,3,267213.23
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Police,12,1211939.89
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Public Works - Sanitation,1,70122.16
0,,33.5684605,-117.7262981,,ALISO VIEJO,CA,Recreation and Parks,1,471.8
0,,34.0753762,-84.2940899,,ALPHARETTA,GA,Fire,1,85401.16
0,,34.190162,-118.1313188,,ALTA DENA,CA,Airports,1,62618.75
0,,34.190162,-118.1313188,,ALTA DENA,CA,Police,2,160422.52
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Airports,5,418042.07
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Building and Safety,1,65639.38
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Fire,19,2908414.05
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Information Technology Agency,1,99588.27
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Library,1,68914
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Los Angeles Housing,1,95911.12
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Pension,1,850
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Personnel,1,59291.6
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Police,41,4630790.59
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Public Works - Contract Administration,1,88024.34
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Public Works - Sanitation,2,83109.16
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Public Works - Street Services,1,132264.94
0,,34.1222317,-117.5981086,,ALTA LOMA,CA,Recreation and Parks,2,11739.89
0,,34.190162,-118.1313188,,ALTADENA,CA,Airports,3,301583.17
0,,34.190162,-118.1313188,,ALTADENA,CA,Animal Services,2,43426.96
0,,34.190162,-118.1313188,,ALTADENA,CA,Building and Safety,4,296844.49
0,,34.190162,-118.1313188,,ALTADENA,CA,City Administrative Officer,1,116598.24
0,,34.190162,-118.1313188,,ALTADENA,CA,City Attorney,4,622139.2
0,,34.190162,-118.1313188,,ALTADENA,CA,City Clerk,2,73491.06
0,,34.190162,-118.1313188,,ALTADENA,CA,City Planning,1,77490.67
0,,34.190162,-118.1313188,,ALTADENA,CA,Community Investment for Families Department,1,14580.8
0,,34.190162,-118.1313188,,ALTADENA,CA,Controller,1,54244.96
0,,34.190162,-118.1313188,,ALTADENA,CA,Council,2,219081.92
0,,34.190162,-118.1313188,,ALTADENA,CA,Cultural Affairs,1,4297.66
0,,34.190162,-118.1313188,,ALTADENA,CA,Economic and Workforce Development Department,1,54604
0,,34.190162,-118.1313188,,ALTADENA,CA,Fire,18,2505980.02
0,,34.190162,-118.1313188,,ALTADENA,CA,General Services,5,302328.35
0,,34.190162,-118.1313188,,ALTADENA,CA,Information Technology Agency,3,352521.37
0,,34.190162,-118.1313188,,ALTADENA,CA,Library,11,548577.06
0,,34.190162,-118.1313188,,ALTADENA,CA,Los Angeles Housing,4,292424.03
0,,34.190162,-118.1313188,,ALTADENA,CA,Mayor,1,74012.16
0,,34.190162,-118.1313188,,ALTADENA,CA,Neighborhood Empowerment,1,86005.12
0,,34.190162,-118.1313188,,ALTADENA,CA,Office of Finance,2,54244.96
0,,34.190162,-118.1313188,,ALTADENA,CA,Personnel,5,312875.3
0,,34.190162,-118.1313188,,ALTADENA,CA,Police,32,3081437.78
0,,34.190162,-118.1313188,,ALTADENA,CA,Public Works - Board of Public Works,1,50841.93
0,,34.190162,-118.1313188,,ALTADENA,CA,Public Works - Contract Administration,2,119178.85
0,,34.190162,-118.1313188,,ALTADENA,CA,Public Works - Engineering,5,555848.47
0,,34.190162,-118.1313188,,ALTADENA,CA,Public Works - Sanitation,7,671263.8
0,,34.190162,-118.1313188,,ALTADENA,CA,Public Works - Street Services,4,331308.08
0,,34.190162,-118.1313188,,ALTADENA,CA,Recreation and Parks,20,587035.17
0,,34.190162,-118.1313188,,ALTADENA,CA,Transportation,5,224545.96
0,,34.190162,-118.1313188,,ALTADENA,CA,Zoo,1,81853.31
0,,34.190162,-118.1313188,,ALTADENDA,CA,Council,1,85754.08
0,,34.1222317,-117.5981086,,ALTALOMA,CA,Police,1,118868.46
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Airports,18,1324460.24
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Animal Services,1,46661.43
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Building and Safety,5,662811.5
0,,33.8365932,-117.9143012,,ANAHEIM,CA,City Attorney,1,43884.64
0,,33.8365932,-117.9143012,,ANAHEIM,CA,City Employees Retirement System,1,107379.52
0,,33.8365932,-117.9143012,,ANAHEIM,CA,City Planning,3,198887.31
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Controller,2,178085.84
0,,33.8365932,-117.9143012,,ANAHEIM,CA,El Pueblo De Los Angeles Historical Monument Authority,1,494.18
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Fire,14,1855061.92
0,,33.8365932,-117.9143012,,ANAHEIM,CA,General Services,4,248821.07
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Harbor,6,540103.14
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Information Technology Agency,1,46571.9
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Los Angeles Housing,2,148088.94
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Office of Finance,2,173610.96
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Personnel,1,55007.92
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Police,90,8126567.41
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Public Works - Contract Administration,1,72860.44
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Public Works - Engineering,4,304161.5
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Public Works - Sanitation,8,637912.73
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Public Works - Street Lighting,2,108841.92
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Public Works - Street Services,2,144059.58
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Recreation and Parks,7,102022.37
0,,33.8365932,-117.9143012,,ANAHEIM,CA,Transportation,8,485159.94
0,,33.8508021,-117.7490656,,ANAHEIM HILLS,CA,Airports,3,296690.92
0,,33.8508021,-117.7490656,,ANAHEIM HILLS,CA,Fire,4,779990.41
0,,33.8508021,-117.7490656,,ANAHEIM HILLS,CA,Police,8,852733.2
0,,33.8508021,-117.7490656,,ANAHEIM HILLS,CA,Public Works - Sanitation,2,224843.75
0,,34.75444,-118.28861,,ANTELOPE ACRES,CA,Public Works - Sanitation,1,80142.21
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Airports,3,190224.17
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Building and Safety,3,438946.94
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,City Attorney,1,57446.4
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Fire,2,265847.02
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,General Services,2,175182.14
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Police,11,952335.1
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Public Works - Sanitation,1,85423.79
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Public Works - Street Services,1,65072.81
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Recreation and Parks,1,9667.84
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Transportation,1,44565.6
0,,34.5008311,-117.1858759,,APPLE VALLEY,CA,Zoo,1,74603.77
0,,34.5008311,-117.1858759,,APPLEVALLEY,CA,Police,1,112643.16
0,,35.7916413,-78.7797185,,ARADIA,CA,Transportation,1,62398.16
0,,34.1397292,-118.0353449,,ARCADIA,CA,Aging,1,42188.8
0,,34.1397292,-118.0353449,,ARCADIA,CA,Airports,8,659548.81
0,,34.1397292,-118.0353449,,ARCADIA,CA,Animal Services,1,38736.24
0,,34.1397292,-118.0353449,,ARCADIA,CA,Building and Safety,11,1101055.7
0,,34.1397292,-118.0353449,,ARCADIA,CA,City Attorney,11,1460317.28
0,,34.1397292,-118.0353449,,ARCADIA,CA,City Employees Retirement System,7,425718.4
0,,34.1397292,-118.0353449,,ARCADIA,CA,City Planning,2,173040.06
0,,34.1397292,-118.0353449,,ARCADIA,CA,Controller,3,188990.16
0,,34.1397292,-118.0353449,,ARCADIA,CA,Cultural Affairs,1,63847.76
0,,34.1397292,-118.0353449,,ARCADIA,CA,Disability,1,74510.06
0,,34.1397292,-118.0353449,,ARCADIA,CA,Fire,11,1556490.36
0,,34.1397292,-118.0353449,,ARCADIA,CA,General Services,9,711397.19
0,,34.1397292,-118.0353449,,ARCADIA,CA,Harbor,2,248232.96
0,,34.1397292,-118.0353449,,ARCADIA,CA,Information Technology Agency,6,362204.8
0,,34.1397292,-118.0353449,,ARCADIA,CA,Library,6,343531.89
0,,34.1397292,-118.0353449,,ARCADIA,CA,Los Angeles Housing,8,522666.72
0,,34.1397292,-118.0353449,,ARCADIA,CA,Mayor,1,75817.28
0,,34.1397292,-118.0353449,,ARCADIA,CA,Office of Finance,4,200304.84
0,,34.1397292,-118.0353449,,ARCADIA,CA,Pension,6,646033.26
0,,34.1397292,-118.0353449,,ARCADIA,CA,Personnel,10,802400
0,,34.1397292,-118.0353449,,ARCADIA,CA,Police,46,4462654.06
0,,34.1397292,-118.0353449,,ARCADIA,CA,Public Works - Board of Public Works,1,44104.4
0,,34.1397292,-118.0353449,,ARCADIA,CA,Public Works - Contract Administration,3,249922.84
0,,34.1397292,-118.0353449,,ARCADIA,CA,Public Works - Engineering,7,692625.38
0,,34.1397292,-118.0353449,,ARCADIA,CA,Public Works - Sanitation,11,936117.26
0,,34.1397292,-118.0353449,,ARCADIA,CA,Public Works - Street Services,11,797816.54
0,,34.1397292,-118.0353449,,ARCADIA,CA,Recreation and Parks,18,439784.22
0,,34.1397292,-118.0353449,,ARCADIA,CA,Transportation,15,1388076.02
0,,34.1397292,-118.0353449,,ARCADIA,CA,Zoo,3,372650.8
0,,34.1397292,-118.0353449,,"ARCADIA,",CA,Airports,1,139511.47
0,,33.6616295,-117.6808757,,ARIETA,CA,Police,1,0
0,,59.9094553,30.2462525,,ARLENTA,CA,Recreation and Parks,1,17909.54
0,,35.1185868,-120.5907252,,ARROYO GRANDE,CA,Fire,1,141135.29
0,,32.8423345,-104.4032962,,ARTESIA,CA,Airports,5,349159.12
0,,32.8423345,-104.4032962,,ARTESIA,CA,City Planning,1,81379.68
0,,32.8423345,-104.4032962,,ARTESIA,CA,Fire,2,179866.58
0,,32.8423345,-104.4032962,,ARTESIA,CA,General Services,1,41760.49
0,,32.8423345,-104.4032962,,ARTESIA,CA,Harbor,1,58010
0,,32.8423345,-104.4032962,,ARTESIA,CA,Los Angeles Housing,1,90723.52
0,,32.8423345,-104.4032962,,ARTESIA,CA,Personnel,2,124327.59
0,,32.8423345,-104.4032962,,ARTESIA,CA,Police,4,134248.49
0,,32.8423345,-104.4032962,,ARTESIA,CA,Public Works - Contract Administration,1,89639.73
0,,32.8423345,-104.4032962,,ARTESIA,CA,Public Works - Sanitation,2,118056.86
0,,32.8423345,-104.4032962,,ARTESIA,CA,Public Works - Street Lighting,3,160279.94
0,,32.8423345,-104.4032962,,ARTESIA,CA,Recreation and Parks,1,10885.74
0,,32.8423345,-104.4032962,,ARTESIA,CA,Transportation,1,84927.62
0,,35.2017986,-118.833105,,ARVIN,CA,Police,1,69217.73
0,,35.4894169,-120.6707255,,ATASCADERO,CA,Fire,3,387987.4
0,,42.5959329,-72.2267383,,ATHOL,ID,Fire,1,149202.39
0,,37.0807823,-119.4854113,,AUBERRY,CA,Fire,1,119811.91
0,,33.3042834,-96.986118,,AUBREY,TX,Police,1,113204.6
0,,39.7294319,-104.8319195,,AURORA,CO,Recreation and Parks,1,0
0,,30.267153,-97.7430608,,AUSTIN,TX,Fire,2,374583.24
0,,39.101225,-74.7176622,,AVALON,CA,Police,1,89695.4
0,,35.1800113,-120.7319127,,AVILA BEACH,CA,Fire,1,157821.12
0,,34.0361217,-117.9911765,,AVOCADO HEIGHTS,CA,Police,1,99046.03
0,,34.0361217,-117.9911765,,AVOCADO HTS,CA,Recreation and Parks,1,15416.16
0,,34.1336186,-117.9075627,,AZUSA,CA,Airports,9,577270.72
0,,34.1336186,-117.9075627,,AZUSA,CA,Animal Services,3,170770.55
0,,34.1336186,-117.9075627,,AZUSA,CA,Building and Safety,13,940678.42
0,,34.1336186,-117.9075627,,AZUSA,CA,City Administrative Officer,1,70035.76
0,,34.1336186,-117.9075627,,AZUSA,CA,City Attorney,3,185994.37
0,,34.1336186,-117.9075627,,AZUSA,CA,City Clerk,2,10914.26
0,,34.1336186,-117.9075627,,AZUSA,CA,City Planning,4,242893.24
0,,34.1336186,-117.9075627,,AZUSA,CA,Controller,1,111592
0,,34.1336186,-117.9075627,,AZUSA,CA,Council,2,219466.78
0,,34.1336186,-117.9075627,,AZUSA,CA,Economic and Workforce Development Department,3,245786.63
0,,34.1336186,-117.9075627,,AZUSA,CA,Fire,7,737639.01
0,,34.1336186,-117.9075627,,AZUSA,CA,General Services,6,297798.91
0,,34.1336186,-117.9075627,,AZUSA,CA,Information Technology Agency,4,247133.04
0,,34.1336186,-117.9075627,,AZUSA,CA,Library,4,170914.7
0,,34.1336186,-117.9075627,,AZUSA,CA,Los Angeles Housing,3,233720.51
0,,34.1336186,-117.9075627,,AZUSA,CA,Office of Finance,2,120630.06
0,,34.1336186,-117.9075627,,AZUSA,CA,Pension,1,57200.85
0,,34.1336186,-117.9075627,,AZUSA,CA,Personnel,3,221462.81
0,,34.1336186,-117.9075627,,AZUSA,CA,Police,56,4643621.12
0,,34.1336186,-117.9075627,,AZUSA,CA,Public Works - Contract Administration,2,140339.56
0,,34.1336186,-117.9075627,,AZUSA,CA,Public Works - Engineering,4,323707.11
0,,34.1336186,-117.9075627,,AZUSA,CA,Public Works - Sanitation,17,1155760.25
0,,34.1336186,-117.9075627,,AZUSA,CA,Public Works - Street Lighting,3,156995.87
0,,34.1336186,-117.9075627,,AZUSA,CA,Public Works - Street Services,5,334224.32
0,,34.1336186,-117.9075627,,AZUSA,CA,Recreation and Parks,16,351240.12
0,,34.1336186,-117.9075627,,AZUSA,CA,Transportation,6,422426.72
0,,34.1336186,-117.9075627,,AZUZA,CA,Police,1,108717.72
0,,35.3732921,-119.0187125,,BAKERFIELD,CA,Police,1,88479
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Building and Safety,1,109569.14
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,City Administrative Officer,1,5152
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Fire,5,733457.67
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Library,1,142.11
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Police,13,1149620.69
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Public Works - Contract Administration,1,66207.97
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Public Works - Sanitation,7,326775.92
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Recreation and Parks,1,2633.69
0,,35.3732921,-119.0187125,,BAKERSFIELD,CA,Transportation,2,60630.5
0,,35.3732921,-119.0187125,,BAKERSFILED,CA,Police,1,94616.6
1,6,34.2010832,-118.5010942,,BALBOA LAKE,CA,Library,1,9315
0,,34.0852868,-117.9608978,,BALDIN PARK,CA,Public Works - Sanitation,1,54404.88
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Airports,13,871055.46
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Animal Services,3,207804.84
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Building and Safety,3,215477.74
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,City Administrative Officer,2,126228.56
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,City Attorney,1,43219.29
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,City Clerk,1,29057.15
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,City Employees Retirement System,1,84859.75
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,City Planning,1,38952.86
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Economic and Workforce Development Department,1,90586.09
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Fire,8,684471.8
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,General Services,13,680932.75
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Harbor,5,319437.93
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Information Technology Agency,4,336438.38
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Library,5,250428.02
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Los Angeles Housing,3,216518.78
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Mayor,1,58269.2
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Office of Finance,3,185418.68
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Personnel,5,211426.18
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Police,21,1383600.42
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Public Works - Contract Administration,1,39386.56
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Public Works - Engineering,4,297948.8
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Public Works - Sanitation,14,721245.36
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Public Works - Street Lighting,3,160257.17
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Public Works - Street Services,6,482618.39
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Recreation and Parks,21,469752.59
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Transportation,11,678829.38
0,,34.0852868,-117.9608978,,BALDWIN PARK,CA,Zoo,1,36286.8
0,,34.0852868,-117.9608978,,BALWING PARK,CA,Public Works - Sanitation,1,89296.51
0,,34.0852868,-117.9608978,,BALWING PARK,CA,Public Works - Street Services,1,90984.82
0,,33.9255713,-116.8764103,,BANNING,CA,Police,1,54957.91
0,,34.8957957,-117.0172826,,BARSTOW,CA,Fire,1,124862.64
0,,36.117356,-97.0588367,,BASSETT,CA,Police,1,35580.39
0,,40.6687141,-74.1143091,,BAYONNE,NJ,Police,1,76581.74
1,4,34.0802233,-118.3238601,,BEAUMONT,CA,Fire,2,345214.69
1,4,34.0802233,-118.3238601,,BEAUMONT,CA,Information Technology Agency,1,93647.51
1,4,34.0802233,-118.3238601,,BEAUMONT,CA,Personnel,2,167469.67
1,4,34.0802233,-118.3238601,,BEAUMONT,CA,Police,4,399932.35
1,4,34.0802233,-118.3238601,,BEAUMONT,CA,Public Works - Sanitation,2,195654.63
0,,33.9652918,-118.1514588,,BEL GARDENS,CA,Police,1,2712.8
0,,38.6070823,-92.2164154,,BELAIR,CA,Building and Safety,1,141876.59
0,,36.522687,-95.445825,,BELL,CA,Airports,6,319007.87
0,,36.522687,-95.445825,,BELL,CA,City Planning,2,106676.12
0,,36.522687,-95.445825,,BELL,CA,Community Investment for Families Department,1,5456
0,,36.522687,-95.445825,,BELL,CA,Fire,1,145089.46
0,,36.522687,-95.445825,,BELL,CA,Harbor,3,157564.36
0,,36.522687,-95.445825,,BELL,CA,Information Technology Agency,2,97745.33
0,,36.522687,-95.445825,,BELL,CA,Pension,1,55791.88
0,,36.522687,-95.445825,,BELL,CA,Police,9,686203.3
0,,36.522687,-95.445825,,BELL,CA,Public Works - Contract Administration,1,75619.38
0,,36.522687,-95.445825,,BELL,CA,Public Works - Sanitation,2,110172.37
0,,36.522687,-95.445825,,BELL,CA,Public Works - Street Lighting,1,74249.12
0,,36.522687,-95.445825,,BELL,CA,Public Works - Street Services,1,49118.82
0,,36.522687,-95.445825,,BELL,CA,Recreation and Parks,8,171188.78
0,,36.522687,-95.445825,,BELL,CA,Transportation,2,81245.51
0,,34.2058492,-118.6901774,,BELL CANYON,CA,Building and Safety,1,91330.8
0,,34.2058492,-118.6901774,,BELL CANYON,CA,Police,2,172117.84
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,Airports,2,67114.94
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,Building and Safety,1,0
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,City Attorney,1,47865.04
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,Council,1,42237.6
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,Fire,1,139093.36
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,General Services,2,102213.82
0,,33.9652918,-118.1514588,,BELL GARDENS,CA,Los Angeles Housing,1,78593.7
